Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# total reads	# left	# right	Mapped (%)	Properly paired (%)	Avg. coverage depth	Coverage >= 1x (%)	# N's per 100 kbp	Reference length	Reference GC (%)	NG50	NG90	auNG	LG50	LG90	Reference mapped (%)	Reference properly paired (%)	Reference avg. coverage depth	Reference coverage >= 1x (%)	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# structural variations	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	busco_complete	busco_single_copy	busco_multi_copy	busco_fragmented	busco_missing_busco	busco_avg_identity	busco_stop_codon
polypolish_BS00_240_165-2_NP35x_IL30x	206	189	144	114	87	64	34349075	34337377	34213958	33998071	33523884	32716192	206	2669549	34349075	48.66	1257325	111861	1342134.5	9	40	NA	NA	NA	NA	NA	NA	NA	0.00	34349011	48.66	1257325	111861	1342137.0	9	40	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.958	1.000	1.46	1.25	2669549	34349075	1257325	1257325	111861	111861	1342134.5	1342137.0	9	9	40	40	99.5	99.2	0.3	0	0.5	0.74	24.5
polypolish_BS00_240_165-2_NP35x_IL35x	206	189	144	114	87	64	34349094	34337396	34213978	33998091	33523899	32716207	206	2669550	34349094	48.66	1257327	111861	1342137.1	9	40	NA	NA	NA	NA	NA	NA	NA	0.00	34349011	48.66	1257327	111861	1342140.4	9	40	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.958	1.000	1.57	1.33	2669550	34349094	1257327	1257327	111861	111861	1342137.1	1342140.4	9	9	40	40	99.5	99.2	0.3	0	0.5	0.74	24.4
polypolish_BS00_240_165-2_NP35x_IL40x	206	189	144	114	87	64	34349087	34337389	34213971	33998084	33523895	32716200	206	2669551	34349087	48.66	1257319	111861	1342137.8	9	40	NA	NA	NA	NA	NA	NA	NA	0.00	34349011	48.66	1257319	111861	1342140.8	9	40	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.958	1.000	1.59	1.39	2669551	34349087	1257319	1257319	111861	111861	1342137.8	1342140.8	9	9	40	40	99.5	99.2	0.3	0	0.5	0.74	24.4
polypolish_BS00_240_165-2_NP35x_IL50x	206	189	144	114	87	64	34349071	34337373	34213955	33998069	33523878	32716188	206	2669553	34349071	48.66	1257319	111861	1342138.0	9	40	NA	NA	NA	NA	NA	NA	NA	0.00	34349011	48.66	1257319	111861	1342140.3	9	40	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.958	1.000	1.72	1.46	2669553	34349071	1257319	1257319	111861	111861	1342138.0	1342140.3	9	9	40	40	99.5	99.2	0.3	0	0.5	0.74	24.3
polypolish_BS00_240_165-2_NP35x_IL60x	206	189	144	114	87	64	34349074	34337376	34213958	33998071	33523882	32716192	206	2669550	34349074	48.66	1257319	111861	1342138.4	9	40	NA	NA	NA	NA	NA	NA	NA	0.00	34349011	48.66	1257319	111861	1342140.9	9	40	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.958	1.000	1.76	1.53	2669550	34349074	1257319	1257319	111861	111861	1342138.4	1342140.9	9	9	40	40	99.5	99.2	0.3	0	0.5	0.74	24.3
polypolish_BS00_240_165-2_NP40x_IL10x	182	167	125	109	83	58	34348766	34338288	34221583	34113948	33679162	32778047	182	6263957	34348766	48.66	1688114	98263	2452651.1	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688114	98263	2452651.8	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.984	1.000	0.64	0.45	6263957	34348766	1688114	1688114	98263	98263	2452651.1	2452651.8	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.8
polypolish_BS00_240_165-2_NP40x_IL15x	182	167	125	109	83	58	34348801	34338323	34221619	34113984	33679202	32778089	182	6263955	34348801	48.66	1688116	98263	2452655.5	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688116	98263	2452658.7	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.984	1.000	0.79	0.70	6263955	34348801	1688116	1688116	98263	98263	2452655.5	2452658.7	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.8
polypolish_BS00_240_165-2_NP40x_IL25x	182	167	125	109	83	58	34348823	34338345	34221640	34114005	33679231	32778124	182	6263967	34348823	48.66	1688107	98263	2452660.1	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688107	98263	2452664.9	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.963	1.000	1.00	0.94	6263967	34348823	1688107	1688107	98263	98263	2452660.1	2452664.9	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.8
polypolish_BS00_240_165-2_NP40x_IL30x	182	167	125	109	83	58	34348834	34338356	34221653	34114016	33679247	32778141	182	6263974	34348834	48.66	1688105	98263	2452663.2	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688105	98263	2452668.8	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.963	1.000	1.04	1.02	6263974	34348834	1688105	1688105	98263	98263	2452663.2	2452668.8	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.8
polypolish_BS00_240_165-2_NP40x_IL35x	182	167	125	109	83	58	34348844	34338366	34221667	34114030	33679259	32778158	182	6263989	34348844	48.66	1688105	98264	2452669.2	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688105	98264	2452675.5	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.963	1.000	1.12	1.09	6263989	34348844	1688105	1688105	98264	98264	2452669.2	2452675.5	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.7
polypolish_BS00_240_165-2_NP40x_IL40x	182	167	125	109	83	58	34348844	34338367	34221667	34114033	33679266	32778163	182	6263992	34348844	48.66	1688109	98264	2452669.8	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688109	98264	2452676.1	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.963	1.000	1.13	1.15	6263992	34348844	1688109	1688109	98264	98264	2452669.8	2452676.1	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.7
polypolish_BS00_240_165-2_NP40x_IL50x	182	167	125	109	83	58	34348831	34338354	34221654	34114016	33679253	32778152	182	6263987	34348831	48.66	1688102	98263	2452668.9	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688102	98263	2452674.3	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.963	1.000	1.23	1.21	6263987	34348831	1688102	1688102	98263	98263	2452668.9	2452674.3	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.5
polypolish_BS00_240_165-2_NP40x_IL60x	182	167	125	109	83	58	34348840	34338363	34221662	34114025	33679264	32778163	182	6263989	34348840	48.66	1688106	98263	2452668.9	5	33	NA	NA	NA	NA	NA	NA	NA	0.00	34348756	48.66	1688106	98263	2452674.9	5	33	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.963	1.000	1.25	1.28	6263989	34348840	1688106	1688106	98263	98263	2452668.9	2452674.9	5	5	33	33	99.5	99.2	0.3	0	0.5	0.74	24.5
polypolish_BS00_240_165-2_NP50x_IL10x	152	136	98	80	61	48	34320430	34309028	34208623	34074376	33739900	33291427	152	7469015	34320430	48.67	3179540	148491	3890673.9	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179540	148491	3890676.5	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.979	1.000	0.85	0.41	7469015	34319725	3179540	3179540	148491	148491	3890578.8	3890581.5	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.8
polypolish_BS00_240_165-2_NP50x_IL15x	152	136	98	80	61	48	34320451	34309053	34208649	34074402	33739926	33291455	152	7469016	34320451	48.67	3179550	148491	3890684.1	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179550	148491	3890689.1	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.979	1.000	0.94	0.65	7469016	34319746	3179550	3179550	148491	148491	3890589.1	3890594.1	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.8
polypolish_BS00_240_165-2_NP50x_IL20x	152	136	98	80	61	48	34320464	34309066	34208661	34074415	33739939	33291469	152	7469027	34320464	48.67	3179555	148491	3890691.7	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179555	148491	3890698.1	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.979	1.000	1.01	0.82	7469027	34319757	3179555	3179555	148491	148491	3890596.4	3890602.9	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.8
polypolish_BS00_240_165-2_NP50x_IL25x	152	136	98	80	61	48	34320476	34309078	34208673	34074427	33739955	33291487	152	7469027	34320476	48.67	3179555	148491	3890693.2	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179555	148491	3890701.0	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.979	1.000	1.09	0.89	7469027	34319768	3179555	3179555	148491	148491	3890598.0	3890605.8	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.8
polypolish_BS00_240_165-2_NP50x_IL30x	152	136	98	80	61	48	34320485	34309087	34208681	34074436	33739966	33291496	152	7469031	34320485	48.67	3179561	148491	3890697.7	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179561	148491	3890706.6	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.981	1.000	1.12	0.96	7469031	34320366	3179561	3179561	148491	148491	3890650.8	3890659.7	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.8
polypolish_BS00_240_165-2_NP50x_IL35x	152	136	98	80	61	48	34320506	34309108	34208701	34074456	33739985	33291514	152	7469047	34320506	48.67	3179559	148491	3890702.7	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179559	148491	3890713.9	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.979	1.000	1.17	1.03	7469047	34319798	3179559	3179559	148491	148491	3890607.5	3890618.7	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.6
polypolish_BS00_240_165-2_NP50x_IL40x	152	136	98	80	61	48	34320493	34309095	34208687	34074443	33739974	33291504	152	7469052	34320493	48.67	3179559	148491	3890706.7	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179559	148491	3890716.4	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.981	1.000	1.19	1.10	7469052	34320374	3179559	3179559	148491	148491	3890659.8	3890669.5	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.6
polypolish_BS00_240_165-2_NP50x_IL50x	152	136	98	80	61	48	34320495	34309097	34208690	34074447	33739975	33291510	152	7469050	34320495	48.67	3179566	148491	3890705.3	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179566	148491	3890715.3	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.945	1.001	1.24	1.17	7469050	34319789	3179566	3179566	148491	148491	3890610.2	3890620.2	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.5
polypolish_BS00_240_165-2_NP50x_IL60x	152	136	98	80	61	48	34320485	34309087	34208680	34074439	33739969	33291504	152	7469050	34320485	48.67	3179559	148491	3890704.8	3	18	NA	NA	NA	NA	NA	NA	NA	0.00	34320407	48.67	3179559	148491	3890713.7	3	18	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.925	1.001	1.28	1.19	7469050	34320366	3179559	3179559	148491	148491	3890657.9	3890666.8	3	3	18	18	99.6	99.3	0.3	0	0.4	0.74	24.5
polypolish_BS00_240_177-2_NP10x_IL10x	792	792	255	61	3	0	3854908	3854908	2247731	875144	100321	0	792	41989	3854908	48.93	6053	2433	7684.3	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6053	2431	7678.8	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	61.22	94.06	41989	3854908	6053	6053	2433	2431	7684.3	7678.8	197	197	621	622	10.3	10.3	0	3.2	86.5	0.67	25.6
polypolish_BS00_240_177-2_NP10x_IL15x	792	792	255	61	3	0	3854284	3854284	2247335	874988	100310	0	792	41989	3854284	48.92	6053	2433	7682.9	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6053	2431	7676.2	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	75.16	116.31	41989	3854284	6053	6053	2433	2431	7682.9	7676.2	197	197	621	622	10.3	10.3	0	3.2	86.5	0.67	26.9
polypolish_BS00_240_177-2_NP10x_IL20x	792	792	255	61	3	0	3854017	3854017	2247165	874923	100304	0	792	41988	3854017	48.91	6051	2433	7682.4	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6051	2431	7675.2	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	81.06	125.51	41988	3854017	6051	6051	2433	2431	7682.4	7675.2	197	197	621	622	10.3	10.3	0	3.2	86.5	0.67	26.9
polypolish_BS00_240_177-2_NP10x_IL25x	792	792	255	61	3	0	3853865	3853865	2247067	874884	100305	0	792	41989	3853865	48.91	6051	2433	7682.1	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6051	2431	7674.6	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	84.33	130.91	41989	3853865	6051	6051	2433	2431	7682.1	7674.6	197	197	621	622	10.3	10.3	0	3.2	86.5	0.66	25.6
polypolish_BS00_240_177-2_NP10x_IL30x	792	792	255	61	3	0	3853793	3853793	2247029	874865	100295	0	792	41989	3853793	48.91	6051	2433	7681.9	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6051	2431	7674.3	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	86.80	134.23	41989	3853793	6051	6051	2433	2431	7681.9	7674.3	197	197	621	622	10.3	10.3	0	3.2	86.5	0.66	25.6
polypolish_BS00_240_177-2_NP10x_IL40x	792	792	255	61	3	0	3853675	3853675	2246943	874835	100294	0	792	41989	3853675	48.91	6051	2433	7681.6	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6051	2431	7673.8	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	90.23	137.84	41989	3853663	6051	6051	2433	2431	7681.6	7673.7	197	197	621	622	10.3	10.3	0	3.2	86.5	0.66	26.9
polypolish_BS00_240_177-2_NP10x_IL50x	792	792	255	61	3	0	3853603	3853603	2246900	874827	100292	0	792	41988	3853603	48.91	6051	2433	7681.5	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6051	2431	7673.5	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	92.87	140.47	41988	3853591	6051	6051	2433	2431	7681.5	7673.5	197	197	621	622	10.3	10.3	0	3.2	86.5	0.66	26.9
polypolish_BS00_240_177-2_NP10x_IL60x	792	792	255	61	3	0	3853541	3853541	2246860	874806	100291	0	792	41988	3853541	48.91	6051	2433	7681.4	197	621	NA	NA	NA	NA	NA	NA	NA	0.00	3857626	48.97	6051	2431	7673.2	197	622	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	0.999	94.20	142.16	41988	3853529	6051	6051	2433	2431	7681.3	7673.2	197	197	621	622	10.3	10.3	0	3.2	86.5	0.66	26.9
polypolish_BS00_240_177-2_NP15x_IL10x	1978	1951	727	189	6	0	10249197	10233569	6444992	2762010	184511	0	1978	40788	10249197	49.16	6279	2577	8134.4	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6277	2573	8131.1	493	1505	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.980	1.000	34.92	58.38	40788	10249196	6279	6277	2577	2573	8134.4	8131.1	492	493	1503	1505	27.4	27.4	0	9.2	63.3	0.7	24.5
polypolish_BS00_240_177-2_NP15x_IL20x	1978	1951	727	189	6	0	10247780	10232151	6444063	2761561	184495	0	1978	40786	10247780	49.15	6280	2577	8133.1	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6277	2573	8128.7	493	1505	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.980	1.000	49.24	80.12	40786	10247779	6280	6277	2577	2573	8133.1	8128.7	492	493	1503	1505	27.4	27.4	0	9.2	63.3	0.7	25
polypolish_BS00_240_177-2_NP15x_IL25x	1978	1951	727	189	6	0	10247563	10231935	6443967	2761523	184497	0	1978	40786	10247563	49.15	6279	2577	8133.1	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6278	2573	8128.4	493	1505	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.960	1.000	52.50	84.49	40786	10247562	6279	6278	2577	2573	8133.1	8128.4	492	493	1503	1505	27.4	27.4	0	9.2	63.3	0.7	25
polypolish_BS00_240_177-2_NP15x_IL30x	1978	1951	727	189	6	0	10247431	10231803	6443885	2761477	184492	0	1978	40786	10247431	49.15	6279	2577	8133.0	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6279	2573	8128.2	493	1505	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.960	1.000	54.73	86.90	40786	10247430	6279	6279	2577	2573	8133.0	8128.2	492	493	1503	1505	27.4	27.4	0	9.2	63.3	0.7	25
polypolish_BS00_240_177-2_NP15x_IL35x	1978	1951	727	189	6	0	10247368	10231738	6443843	2761469	184493	0	1978	40786	10247368	49.15	6279	2577	8132.9	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6279	2573	8128.1	493	1505	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.960	1.000	56.34	89.00	40786	10247366	6279	6279	2577	2573	8132.9	8128.1	492	493	1503	1505	27.4	27.4	0	9.2	63.3	0.7	25
polypolish_BS00_240_177-2_NP15x_IL40x	1978	1951	727	189	6	0	10247306	10231678	6443807	2761453	184490	0	1978	40786	10247306	49.15	6279	2577	8132.8	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6279	2573	8128.0	493	1505	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.960	1.000	57.54	90.44	40786	10247299	6279	6279	2577	2573	8132.8	8128.0	492	493	1503	1505	27.4	27.4	0	9.2	63.3	0.7	25
polypolish_BS00_240_177-2_NP15x_IL50x	1978	1951	727	189	6	0	10247177	10231549	6443731	2761426	184490	0	1978	40786	10247177	49.15	6279	2577	8132.8	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6276	2570	8127.8	493	1506	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.960	1.000	59.77	92.89	40786	10247162	6279	6276	2577	2570	8132.7	8127.8	492	493	1503	1506	27.4	27.4	0	9.2	63.3	0.7	25
polypolish_BS00_240_177-2_NP15x_IL60x	1978	1951	727	189	6	0	10247097	10231467	6443692	2761427	184490	0	1978	40786	10247097	49.15	6279	2577	8132.7	492	1503	NA	NA	NA	NA	NA	NA	NA	0.00	10253404	49.19	6276	2570	8127.7	493	1506	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.960	1.000	61.49	94.63	40786	10247066	6279	6276	2577	2570	8132.7	8127.7	492	493	1503	1506	27.4	27.4	0	9.2	63.3	0.7	25
polypolish_BS00_240_177-2_NP20x_IL10x	2998	2986	1175	338	14	0	16391718	16384034	10743961	4925193	475053	0	2998	47787	16391718	49.33	6873	2654	8714.1	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2653	8712.2	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	17.65	33.18	47787	16386959	6869	6869	2653	2651	8698.4	8696.5	739	739	2272	2274	46.7	46.3	0.4	11.9	41.4	0.7	24.6
polypolish_BS00_240_177-2_NP20x_IL15x	2998	2986	1175	338	14	0	16390784	16383100	10743317	4924854	475023	0	2998	47787	16390784	49.33	6873	2654	8713.5	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2653	8711.2	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	23.71	42.58	47787	16386025	6868	6868	2653	2651	8697.8	8695.4	739	739	2272	2274	46.7	46.3	0.4	11.9	41.4	0.69	25.1
polypolish_BS00_240_177-2_NP20x_IL20x	2998	2986	1175	338	14	0	16390400	16382718	10743080	4924759	475022	0	2998	47787	16390400	49.33	6873	2654	8713.4	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2653	8710.8	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	27.74	47.90	47787	16385641	6870	6870	2653	2651	8697.7	8695.1	739	739	2272	2274	46.7	46.2	0.5	11.9	41.4	0.69	25.7
polypolish_BS00_240_177-2_NP20x_IL25x	2998	2986	1175	338	14	0	16390245	16382563	10742979	4924735	475016	0	2998	47786	16390245	49.32	6873	2654	8713.3	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2653	8710.6	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	30.48	51.55	47786	16385486	6870	6870	2653	2651	8697.6	8694.9	739	739	2272	2274	46.7	46.2	0.5	11.9	41.4	0.69	26.3
polypolish_BS00_240_177-2_NP20x_IL30x	2998	2986	1175	338	14	0	16390199	16382516	10742954	4924742	475010	0	2998	47786	16390199	49.32	6873	2654	8713.3	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2653	8710.6	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	32.65	53.77	47786	16385440	6870	6870	2653	2651	8697.6	8694.9	739	739	2272	2274	46.7	46.2	0.5	11.9	41.4	0.7	25.7
polypolish_BS00_240_177-2_NP20x_IL35x	2998	2986	1175	338	14	0	16390119	16382436	10742917	4924752	475010	0	2998	47786	16390119	49.32	6873	2654	8713.3	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2653	8710.6	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	34.17	55.73	47786	16385360	6870	6870	2653	2651	8697.6	8694.9	739	739	2272	2274	46.7	46.2	0.5	11.9	41.4	0.69	25.7
polypolish_BS00_240_177-2_NP20x_IL40x	2998	2986	1175	338	14	0	16390058	16382375	10742916	4924748	475009	0	2998	47786	16390058	49.32	6873	2654	8713.3	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2653	8710.5	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	35.54	57.19	47786	16385299	6870	6870	2653	2651	8697.6	8694.8	739	739	2272	2274	46.7	46.2	0.5	11.9	41.4	0.69	26
polypolish_BS00_240_177-2_NP20x_IL50x	2998	2986	1175	338	14	0	16389988	16382305	10742865	4924717	475006	0	2998	47786	16389988	49.32	6873	2653	8713.3	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2652	8710.5	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	37.83	59.67	47786	16385224	6870	6870	2652	2651	8697.6	8694.8	739	739	2272	2274	46.7	46.2	0.5	11.9	41.4	0.69	26
polypolish_BS00_240_177-2_NP20x_IL60x	2998	2986	1175	338	14	0	16389953	16382270	10742890	4924734	475007	0	2998	47786	16389953	49.32	6873	2653	8713.3	738	2271	NA	NA	NA	NA	NA	NA	NA	0.00	16395259	49.34	6873	2652	8710.5	738	2272	NA	NA	NA	NA	0	0	0	1	0	0	NA	0	0 + 1 part	976	99.978	1.000	39.47	61.18	47786	16385183	6870	6870	2652	2651	8697.6	8694.7	739	739	2272	2274	46.7	46.2	0.5	11.9	41.4	0.7	26
polypolish_BS00_240_177-2_NP25x_IL10x	3686	3670	1475	425	30	1	20517468	20508030	13798491	6473613	952685	60669	3686	60669	20517468	49.27	7005	2641	9238.1	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9237.1	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.975	1.000	10.33	18.39	60669	20512978	7005	7005	2641	2641	9235.1	9234.0	879	879	2757	2758	57.4	56.7	0.7	14.1	28.5	0.7	26.4
polypolish_BS00_240_177-2_NP25x_IL15x	3686	3670	1476	425	30	1	20516762	20507324	13803085	6473458	952682	60667	3686	60667	20516762	49.27	7005	2641	9238.0	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9236.6	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.975	1.000	15.30	25.11	60667	20512272	7005	7005	2641	2641	9234.9	9233.5	879	879	2757	2758	57.4	56.7	0.7	14.1	28.5	0.7	26.2
polypolish_BS00_240_177-2_NP25x_IL20x	3686	3670	1475	425	30	1	20516369	20506931	13797861	6473398	952674	60665	3686	60665	20516369	49.26	7005	2641	9237.9	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9236.3	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.962	1.000	19.30	29.91	60665	20511879	7005	7005	2641	2641	9234.8	9233.3	879	879	2757	2758	57.4	56.7	0.7	14.2	28.4	0.7	26.2
polypolish_BS00_240_177-2_NP25x_IL25x	3686	3670	1475	425	30	1	20516133	20506695	13797754	6473354	952657	60666	3686	60666	20516133	49.26	7005	2641	9237.8	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9236.2	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.962	1.000	22.89	33.57	60666	20511643	7005	7005	2641	2641	9234.8	9233.1	879	879	2757	2758	57.4	56.6	0.8	14.2	28.4	0.7	26
